,title,categories,averageRating,publishedDate
1693,Crenshaw,Juvenile Fiction,4.0,2015.0
1694,Leaf Man,Juvenile Fiction,3.5,2005.0
1695,The daughter of Sherlock Holmes,Fiction,3.5,2017.0
1696,The world's 60 best stews period,Cooking,4.0,1891.0
1697,"Celebrate every season with Six Sisters' Stuff : 150+ recipes, traditions, and fun ideas for each month of the year",Cooking,,2014.0
1698,Fairy Tail 62 ,Comics & Graphic Novels,4.0,2017.0
1699,Fairy Tail 63 ,Comics & Graphic Novels,4.0,2017.0
1700,"Love your life, not theirs : 7 money habits for living the life you want",Business & Economics,5.0,2016.0
1701,Murder on the Orient Express : a Hercule Poirot mystery,Fiction,4.0,2013.0
1702,Reading people : how seeing the world through the lens of personality changes everything,Religion,4.5,2017.0
1703,Spider-Man : homecoming prelude,Comics & Graphic Novels,,2017.0
1704,The new primal blueprint,Health & Fitness,4.0,2011.0
1705,My absolute darling,Fiction,3.5,2017.0
1706,Never let me go,Fiction,3.5,2009.0
1707,Sleeping in the ground,Fiction,4.0,2017.0
1708,The terrible two,Juvenile Fiction,4.0,2018.0
1709,Turtles all the way down,Young Adult Fiction,4.0,2017.0
1710,This is all a lie : a novel,Fiction,4.0,2018.0
1711,We'll all be burnt in our beds some night : a novel,Fiction,3.5,2010.0
1712,"Dr. Berg's New Body Type Guide: Get Healthy, Lose Weight and Feel Great ",Health & Fitness,5.0,2017.0
1713,Peppa Pig and the library visit,Juvenile Fiction,5.0,2009.0
1714,The Cottingley secret,Fiction,4.0,2017.0
1715,The terrible two get worse,Juvenile Fiction,4.0,2017.0
1716,The rules of magic,Fiction,4.0,2017.0
1717,The rooster bar,Fiction,3.0,2017.0
1718,Two kinds of truth,Fiction,4.0,2017.0
1719,Leaves,Juvenile Nonfiction,3.5,2000.0
1720,Leopard's blood,Fiction,4.0,2017.0
1721,The names of dead girls : a Canaan crime novel,Fiction,5.0,2017.0
1722,The world's most travelled man : a twenty-three-year odyssey to and through every country on the planet,Travel,4.0,2017.0
1723,Women who run with the wolves : myths and stories of the wild woman archetype,Psychology,4.0,1999.0
1724,Merry and bright : a novel,Fiction,4.0,2017.0
1725,Turkey trot murder,Fiction,3.5,2017.0
1726,"Wisdom of Sundays, The ","Body, Mind & Spirit",5.0,2017.0
1727,The power : a novel,Fiction,3.5,2017.0
1728,Geronimo Stilton. The Land of Flowers,Juvenile Fiction,5.0,2017.0
1729,"Endurance : my year in space, a lifetime of discovery",Biography & Autobiography,4.0,2017.0
1730,"The Baby-sitters Club. 2, The truth about Stacey : a graphic novel",Juvenile Fiction,4.0,2006.0
1731,Whipped,Fiction,2.0,17.0
1732,Artemis ,Fiction,3.5,2017.0
1733,Deep freeze,Fiction,4.0,2017.0
1734,"Food can fix it : the superfood switch to fight fat, defy aging, and eat your way healthy",Health & Fitness,,2017.0
1735,The war I finally won,Juvenile Fiction,4.0,2017.0
1736,The girl who never made mistakes,Juvenile Fiction,4.0,2011.0
1737,5 ingredients : quick & easy food,Cooking,3.5,2017.0
1738,All we leave behind : a reporter's journey into the lives of others,Biography & Autobiography,4.0,2017.0
1739,Big Nate in the zone,Juvenile Fiction,4.0,2014.0
1740,Capital Gaines : smart things I learned doing stupid stuff,Biography & Autobiography,3.5,2019.0
1741,Feeling good : the new mood therapy,Self-Help,4.0,1992.0
1742,Young Jane Young : a novel,Fiction,4.0,2017.0
1743,Smitten kitchen every day : triumphant and unfussy new favorites,Cooking,4.0,2017.0
1744,"Oil's deep state : how the petroleum industry undermines democracy and stops action on global warming -- in Alberta, and in Ottawa",Political Science,5.0,2017.0
1745,The family lawyer : thrillers,Fiction,4.0,2017.0
1746,Uncommon type : some stories,Fiction,3.5,2017.0
1747,All the crooked saints,Juvenile Fiction,4.0,2017.0
1748,David Bowie : a life,Biography & Autobiography,2.5,2017.0
1749,In the Midst of Winter ,Fiction,5.0,2017.0
1750,Justice League vs. Suicide Squad ,Comics & Graphic Novels,4.0,2017.0
1751,Mark of the plague,Juvenile Fiction,5.0,2016.0
1752,"The Baby-sitters Club. 4, Claudia and mean Janine : a graphic novel",Juvenile Fiction,4.5,2016.0
1753,The remains of the day,Fiction,5.0,2014.0
1754,We were eight years in power : an American tragedy,Biography & Autobiography,4.5,2017.0
1755,A history of Canada in ten maps : epic stories of charting a mysterious land,History,4.0,2017.0
1756,A reckoning,Fiction,3.5,2019.0
1757,Diary of a wimpy kid. The third wheel,Juvenile Fiction,4.0,2012.0
1758,"The new body type guide : get healthy, lose weight & feel great",Health & Fitness,5.0,2009.0
1759,"The super easy vegan slow cooker cookbook : 100+ easy, healthy recipes that are ready when you are",Cooking,5.0,2012.0
1760,The unofficial Harry Potter cookbook : from cauldron cakes to knickerbocker glory-more than 150 magical recipes for wizards and non-wizards alike,Cooking,4.0,2019.0
1761,Masterminds,Juvenile Fiction,4.0,2017.0
1762,The last Mrs. Parrish : a novel,Fiction,4.0,2017.0
1763,The little book of lykke : the Danish search for the world's happiest people,Self-Help,3.5,2017.0
1764,The Soup Sisters family cookbook : more than 100 family-friendly recipes to make and share with kids of all ages,Cooking,3.0,2012.0
1765,Killing season : a thriller,Fiction,2.5,2017.0
1766,Tales from a not-so-secret crush catastrophe,Juvenile Fiction,4.0,2017.0
1767,The Romanov ransom,Fiction,3.5,2017.0
1768,The rooster bar [large print],Fiction,3.0,2017.0
1769,Darkness of dragons,Juvenile Fiction,4.5,2018.0
1770,Recovery : freedom from our addictions,Biography & Autobiography,5.0,2017.0
1771,Sleep no more : six murderous tales,Fiction,4.5,2017.0
1772,Game change : the life and death of Steve Montador and the future of hockey,Biography & Autobiography,3.5,2019.0
1773,Tell tale,Literary Criticism,4.5,2011.0
1774,Transit,Transportation,4.5,2012.0
1775,A Newfoundlander in Canada,Biography & Autobiography,4.0,2018.0
1776,Duchess Bake Shop : French-inspired recipes from our bakery to your home,Cooking,5.0,2019.0
1777,La Belle Sauvage,Young Adult Fiction,5.0,2017.0
1778,"Thanks, Obama : my hopey, changey White House years",Biography & Autobiography,3.5,2017.0
1779,This side of murder,Fiction,3.0,2017.0
1780,The dark flood rises,Fiction,3.5,2016.0
1781,Feeding My Mother: Comfort and Laughter in the Kitchen as My Mom Lives with Memo ,Biography & Autobiography,4.0,2012.0
1782,Minds of winter,Fiction,4.0,2017.0
1783,First snow,Juvenile Fiction,3.5,2016.0
1784,Mix it up!,Social Science,,2014.0
1785,The getaway,Fiction,4.0,2011.0
1786,Leonardo da Vinci,Art,4.0,2012.0
1787,The 5 love languages of children,Family & Relationships,4.5,2016.0
1788,Win bigly : persuasion in a world where facts don't matter,Business & Economics,4.5,2017.0
1789,The asshole survival guide : how to deal with people who treat you like dirt,Business & Economics,5.0,2017.0
1790,Big Nate flips out,Juvenile Fiction,4.0,2013.0
1791,The Cuban affair : a novel,Fiction,4.0,2017.0
1792,The wisdom of Sundays : life-changing insights from Super Soul conversations,"Body, Mind & Spirit",5.0,2017.0
1793,The midnight line,Fiction,3.5,2017.0
1794,The seagull,Drama,3.5,2010.0
1795,Year One ,Fiction,3.5,2017.0
1796,Parting shot,Fiction,4.0,2018.0
1797,The shoe on the roof,Fiction,4.0,2017.0
1798,How to Instant Pot : mastering all the functions of the one pot that will change the way you cook,Cooking,,2017.0
1799,Discipline equals freedom : field manual,Business & Economics,4.0,2017.0
1800,In this moment : a novel,Fiction,5.0,2017.0
1801,The marrow thieves,Young Adult Fiction,1.0,2019.0
1802,The peace book,Juvenile Fiction,3.5,2010.0
1803,Best of Bridge Sunday suppers : all-new recipes for family & friends,Cooking,,2017.0
1804,The house of unexpected sisters,Fiction,4.0,2017.0
1805,"At home in the world : reflections on belonging while wandering the globe : an adventure across 4 continents with 3 kids, 1 husband, and 5 backpacks",Religion,4.0,2017.0
1806,The dangerous case of Donald Trump : 27 psychiatrists and mental health experts assess a president,Political Science,4.5,2019.0
1807,The end of Alzheimer's : the first program to prevent and reverse cognitive decline,Health & Fitness,5.0,2017.0
1808,Artemis : a novel,Fiction,3.5,2017.0
1809,Two kinds of truth [large print],Fiction,4.0,2017.0
1810,Christmas at Little Beach Street Bakery : a novel,Fiction,3.5,2015.0
1811,Holly and Ivy,Fiction,4.5,2018.0
1812,Principles,Business & Economics,5.0,2018.0
1813,The Legend of Korra. Turf wars. Part one,Comics & Graphic Novels,5.0,2018.0
1814,Batman,Comics & Graphic Novels,4.5,2001.0
1815,End game,Fiction,5.0,2010.0
1816,Baby signs : a baby-sized introduction to speaking with sign language,Family & Relationships,4.0,2017.0
1817,Drawdown : the most comprehensive plan ever proposed to reverse global warming,Science,4.0,2007.0
1818,Mind over mood : change how you feel by changing the way you think,Psychology,5.0,2015.0
1819,Red famine : Stalin's war on Ukraine,History,4.0,2017.0
1820,Strange weather : four short novellas,Fiction,4.0,2017.0
1821,Why we sleep : unlocking the power of sleep and dreams,Health & Fitness,5.0,2017.0
1822,Hardcore twenty-four,Fiction,3.5,2017.0
1823,Pete the Cat. I love my white shoes,Juvenile Fiction,5.0,2010.0
1824,Past Perfect [large print],Fiction,3.0,2012.0
1825,The half baked harvest cookbook : recipes from my barn in the mountains,Cooking,3.5,2017.0
1826,The People vs. Alex Cross,Fiction,4.0,2018.0
1827,"Yum & yummer : ridiculously tasty recipes that'll blow your mind, but not your diet!",Cooking,3.5,2017.0
1828,"A mind at home with itself : how asking four questions can free your mind, open your heart, and turn your world around",Self-Help,4.0,2017.0
1829,"Crochet : the complete step-by-step guide : essential techniques, more than 80 crochet patterns",Crafts & Hobbies,5.0,2014.0
1830,Death in the Stacks ,Fiction,4.5,2018.0
1831,Loving what is : four questions that can change your life,Self-Help,4.5,2007.0
1832,Pete the cat saves Christmas,Juvenile Fiction,4.0,2014.0
1833,"Red leaf, yellow leaf",Juvenile Fiction,3.5,1991.0
1834,Feeding my mother : comfort and laughter in the kitchen as my mom lives with memory loss,,,
1835,The heart's invisible furies,,,
1836,"The pioneer woman cooks : come and get it! : simple, scrumptious recipes for crazy busy lives",,,
1837,A casualty of war,Fiction,3.5,2002.0
1838,"Batman, the Dark Knight. Master race",Comics & Graphic Novels,3.0,2017.0
1839,Finding Christmas,Fiction,3.5,2019.0
1840,The secret lives of introverts : inside our hidden world,Self-Help,4.0,2017.0
1841,Sabrina,Juvenile Fiction,3.0,2019.0
1842,Her body and other parties : stories,Fiction,4.0,2017.0
1843,Oathbringer,Fiction,4.0,2018.0
1844,Every breath you take,Fiction,4.5,2002.0
1845,"Endurance : a year in space, a lifetime of discovery",Biography & Autobiography,4.0,2017.0
1846,IELTS practice tests plus [with key],English language,,2011.0
1847,Kat and Meg conquer the world,Young Adult Fiction,4.0,2017.0
1848,The People vs. Alex Cross [large print],Fiction,4.0,2016.0
1849,Darkest night,Fiction,3.0,2016.0
1850,Typhoon fury,Fiction,4.0,2017.0
1851,Count to ten,Juvenile Fiction,3.5,2009.0
1852,How to stop worrying and start living,Self-Help,4.0,2017.0
1853,The revolution of Marina M.,Fiction,3.5,2006.0
1854,When we were alone,,,
1855,"Seven fallen feathers : racism, death, and hard truths in a northern city",Social Science,4.5,2017.0
1856,Dark in Death ,,,
1857,I am a truck,Juvenile Nonfiction,3.0,2016.0
1858,Duchess Bake Shop,,,
1859,In the midst of winter : a novel,Fiction,4.0,2017.0
1860,Best day ever,Juvenile Fiction,4.0,2018.0
1861,Fire and ice,Fiction,3.5,2009.0
1862,Firestorm : how wildfire will shape our future,Nature,,2017.0
1863,Snowmen at night,Juvenile Fiction,4.5,2005.0
1864,"Member of the family : my story of Charles Manson, life inside his cult, and the darkness that ended the sixties",Biography & Autobiography,4.0,2017.0
1865,Sticky fingers : the life and times of Jann Wenner and Rolling stone magazine,Music,3.0,2017.0
1866,"The wicked good ketogenic diet cookbook : easy, whole food keto recipes for any budget",Cooking,3.5,2016.0
1867,A Christmas return : a novel,Fiction,4.0,2017.0
1868,Adventures in slow cooking : 120 slow-cooker recipes for people who love food,Cooking,4.5,2017.0
1869,The whispering room : a Jane Hawk novel,,,
1870,Creepy pair of underwear!,,,
1871,Last Christmas in Paris : a novel of World War I,Fiction,4.0,2016.0
1872,Righteous : an IQ novel,Fiction,3.5,2016.0
1873,"The China study : the most comprehensive study of nutrition ever conducted and the startling implications for diet, weight loss and long-term health",Health & Fitness,4.5,2006.0
1874,World without mind : the existential threat of big tech,,,
1875,"Medical medium thyroid healing : the truth behind Hashimoto's, Graves', insomnia, hypothyroidism, thyroid nodules & Epstein-Barr",Health & Fitness,1.0,2019.0
1876,Half broke horses,Fiction,4.0,2009.0
1877,Teach your child to read in 100 easy lessons,,,
1878,The feelings book,Juvenile Nonfiction,5.0,2002.0
1879,"The Walking dead. Volume 28, A certain doom",Comics & Graphic Novels,3.5,2017.0
1880,Practical magic,Fiction,3.5,2003.0
1881,The Rooster Bar [large print],Fiction,3.0,2017.0
1882,Let darkness bury the dead,Fiction,4.0,2017.0
1883,One day closer : a mother's quest to bring her kidnapped daughter home,Biography & Autobiography,4.5,2017.0
1884,"The Patch : the people, pipelines, and politics of the oil sands",Political Science,4.0,2017.0
1885,The TB12 method : how to achieve a lifetime of sustained peak performance,Biography & Autobiography,4.0,2017.0
1886,Thea Stilton and the Venice Masquerade ,Juvenile Fiction,5.0,2012.0
1887,Robin,Biography & Autobiography,4.0,2018.0
1888,The Rooster Bar,Fiction,3.0,2017.0
1889,The Christmas secret,Fiction,4.0,2011.0
1890,AlterKnit stitch dictionary,Crafts & Hobbies,5.0,2016.0
1891,Fix-It and Forget-It Cookbook: 700 great slow cooker recipes ,,,
1892,The princess saves herself in this one,,,
1893,The stolen marriage,,,
1894,Christmas at the Vinyl Cafe,Fiction,4.0,2017.0
1895,Death in the stacks,Fiction,4.5,2018.0
1896,The ghost of Christmas past,,,
1897,"We're going to need more wine : stories that are funny, complicated, and true",,,
1898,"Nudge : improving decisions about health, wealth, and happiness",Psychology,3.0,2009.0
1899,"Breaking free : how I escaped polygamy, the FLDS cult, and my father, Warren Jeffs",Biography & Autobiography,4.0,2017.0
1900,Call me by your name,Fiction,4.0,2008.0
1901,"Calling the shots : ups, downs and rebounds--my life in the great game of hockey",Sports & Recreation,1.0,2017.0
1902,Sweet : desserts from London's Ottolenghi,Cooking,2.0,2017.0
1903,Thea Stilton and the Venice masquerade,Juvenile Fiction,5.0,2012.0
1904,Here we are : notes for living on planet Earth,Juvenile Fiction,4.0,2017.0
1905,Side hustle : from idea to income in 27 days,Business & Economics,2.5,2019.0
1906,The Polar Express,Juvenile Fiction,4.5,2014.0
1907,The power of now : a guide to spiritual enlightenment,"Body, Mind & Spirit",3.5,2010.0
1908,Past perfect : a novel,Fiction,2.5,2012.0
1909,The Vanity fair diaries : 1983-1992,Biography & Autobiography,2.5,2017.0
1910,Everyday watercolor : learn to paint watercolor in 30 days,Art,5.0,2017.0
1911,"Lagom (not too little, not too much) : the Swedish art of living a balanced, happy life",,,
1912,Victoria & Abdul (Movie Tie-in) ,Biography & Autobiography,4.0,2017.0
1913,Good Housekeeping Instant Pot Cookbook: 60 delicious foolproof recipes ,Cooking,4.0,2018.0
1914,Harry Potter : a history of magic,,,
1915,"Instant Pot miracle : from the gourmet to everyday, 175 must-have recipes",Cooking,,2017.0
1916,At the strangers' gate : arrivals in New York,Biography & Autobiography,3.5,2017.0
1917,Dutch feast,,,
1918,"The Secret, Book & Scone Society",Fiction,3.5,2018.0
1919,How the finch stole Christmas!,,,
1920,The complete slow cooker : from appetizers to desserts--400 must-have recipes that cook while you play (or work),Cooking,4.0,2017.0
1921,Wanted ,Medical,4.5,1993.0
1922,Bonfire : a novel,Fiction,3.5,2017.0
1923,Medical medium : secrets behind chronic and mystery illness and how to finally heal,Health & Fitness,3.0,2015.0
1924,The story of Arthur Truluv : a novel,Fiction,4.0,2017.0
1925,A stranger in the house [large print],Fiction,3.5,2017.0
1926,"Dinner in an instant : 75 modern recipes for your pressure cooker, multicooker + Instant Pot",Cooking,3.5,2018.0
1927,Einstein : his life and universe,Biography & Autobiography,4.0,2008.0
1928,Gingerbread Christmas,Juvenile Fiction,4.0,2016.0
1929,Grave's a Fine and Private Place ,Fiction,4.0,2014.0
1930,"The road less traveled : a new psychology of love, traditional values and spiritual growth ",Interpersonal relations,4.0,2008.0
1931,"The woman who smashed codes : a true story of love, spies, and the unlikely heroine who outwitted America's enemies",History,4.0,2017.0
1932,Vacationland : true stories from painful beaches,Humor,3.5,2012.0
1933,"The hygge life : embracing the Nordic art of coziness through recipes, entertaining, decorating, simple rituals, and family traditions",Cooking,3.0,2017.0
1934,Wishtree,Juvenile Fiction,4.0,2017.0
1935,Deep freeze [large print],Reference,4.0,2008.0
1936,Dog Man,Juvenile Fiction,5.0,2016.0
1937,The simple bites kitchen : nourishing whole food recipes for every day,Cooking,4.0,2017.0
1938,Healing arthritis : your 3-step guide to conquering arthritis naturally,Health & Fitness,4.5,2017.0
1939,"Assassination Classroom, Vol. 19 ",,,
1940,Great Alone ,Fiction,4.0,2019.0
1941,James Patterson's Home Sweet Murder ,,,
1942,"James Patterson's Murder, Interrupted ",True Crime,4.0,2018.0
1943,The state of affairs : rethinking infidelity,Psychology,4.0,2017.0
1944,Bowls of goodness : vibrant vegetarian recipes full of nourishment,Cooking,5.0,2018.0
1945,Ikigai : the Japanese secret to a long and happy life,Self-Help,1.0,2017.0
1946,Pachinko,Fiction,4.0,2017.0
1947,Future home of the living god : a novel,Fiction,3.5,2017.0
1948,Reckless daughter : a portrait of Joni Mitchell,Biography & Autobiography,4.0,2017.0
1949,Promise Not to Tell ,Fiction,3.5,2009.0
1950,"Altered traits : science reveals how meditation changes your mind, brain, and body",Psychology,4.0,2017.0
1951,Christopher Kimball's Milk Street : the new home cooking,Cooking,,2019.0
1952,Essential : essays by the minimalists,,,
1953,"The mask of masculinity : how men can embrace vulnerability, create strong relationships, and live their fullest lives",,,
1954,The how not to die cookbook,Cooking,5.0,2017.0
1955,This is how it always is,Fiction,4.0,2017.0
1956,"Train your fascia, tone your body : the successful method to form firm connective tissue",Sports & Recreation,4.0,2017.0
1957,Twisted ,,,
1958,Unqualified : love and relationship advice from a celebrity who just wants to help,,,
1959,100 recipes you'll make forever : perfected in our test kitchen for success in yours,,,
1960,"Beautiful scars : Steeltown secrets, Mohawk skywalkers and the road home",Biography & Autobiography,4.0,2018.0
1961,"Perfect Cake: Your Ultimate Guide to Classic, Modern, and Whimsical Cakes ",,,
1962,"The healthy meal prep cookbook : easy and wholesome meals to cook, prep, grab and go",Cooking,,2017.0
1963,The Templars : the rise and spectacular fall of God's holy warriors,History,4.0,2017.0
1964,The three-body problem,Fiction,3.5,2014.0
1965,"Promise me, Dad : a year of hope, hardship, and purpose",Biography & Autobiography,4.5,2017.0
1966,100 things Oilers fans should know & do before they die,Sports & Recreation,5.0,2014.0
1967,Dangerous illusions,Fiction,4.0,2017.0
1968,The address : a novel,Fiction,4.0,2017.0
1969,The fearless baker : simple secrets for baking like a pro,Cooking,5.0,2017.0
1970,The right time [large print] : a novel,Fiction,4.5,2017.0
1971,Bear stays up for Christmas,Juvenile Fiction,4.5,2013.0
1972,Boundaries : where you end and I begin : how to recognize and set healthy boundaries,Family & Relationships,3.5,2010.0
1973,The whole30 fast & easy : 150 simply delicious everyday recipes for your whole30,,,
1974,Becoming supernatural : how common people are doing the uncommon,"Body, Mind & Spirit",5.0,2017.0
1975,I am watching you,,,
1976,Fall from Grace ,,,
1977,"Good me, bad me : a novel",Fiction,4.0,2017.0
1978,A quiet life in the country,,,
1979,"Girl called Echo. Volume 1, Pemmican Wars",Young Adult Fiction,5.0,2019.0
1980,Now We Are Dead ,,,
1981,Pulse ,Science,5.0,2006.0
1982,Offside : my life crossing the line,Biography & Autobiography,3.0,2017.0
1983,Gingerbread baby,Juvenile Fiction,4.0,1999.0
1984,Sisters Like Us ,Fiction,3.5,2018.0
1985,Look for Me ,Fiction,4.0,2018.0
1986,"The Pioneer Woman cooks : come and get it! : simple, scrumptious recipes for crazy busy lives","Cooking, American",4.5,2017.0
1987,Attack on Titan. 23,Comics & Graphic Novels,1.0,2018.0
1988,The demon crown,Fiction,5.0,2017.0
1989,A wrinkle in time,,,
1990,Home fire,,,
1991,Slow knitting : a journey from sheep to skein to stitch,,,
1992,The ninth hour,,,
1993,Identical,Fiction,3.0,2008.0
1994,Murder Beyond the Grave ,True Crime,4.0,2018.0
1995,Garfield. [1],Juvenile Fiction,5.0,2013.0
1996,Little broken things : a novel,Fiction,3.5,2017.0
1997,Time of Love and Tartan ,Fiction,3.5,2018.0
1998,Immortalists ,Fiction,5.0,2018.0
1999,Tribe of mentors : short life advice from the best in the world,Business & Economics,4.0,2017.0
2000,Bread illustrated : a step-by-step guide to achieving bakery-quality results at home,Cooking,3.5,2016.0
2001,Judgment Detox ,Self-Help,4.0,2018.0
2002,Persepolis rising,Fiction,4.0,2017.0
2003,The power of moments : why certain experiences have extraordinary impact,Business & Economics,4.5,2017.0
2004,Women & power : a manifesto,Social Science,3.5,2017.0
2005,Still Me ,Fiction,4.0,2019.0
2006,Surprise Me ,Fiction,3.5,2018.0
2007,Crooked kingdom,Young Adult Fiction,4.5,2016.0
2008,The home cook : recipes to know by heart,Cooking,5.0,2017.0
2009,This Fallen Prey ,,,
2010,Wife Between Us ,Fiction,4.0,2018.0
2011,Autumn,,,
2012,Borne : a novel,Fiction,4.0,2017.0
2013,Fire and Fury ,,,
2014,Meditation for fidgety skeptics : a 10% happier how-to book,,,
2015,You do you : how to be who you are and use what you've got to get what you want,Business & Economics,4.0,2003.0
2016,Instant pot cookbook : 60 delicious foolproof recipes,Cooking,3.5,2018.0
2017,The woman in the window,Fiction,4.0,2018.0
2018,"Boundaries : when to say yes, how to say no to take control of your life",Religion,4.5,2008.0
2019,Elmet ,Fiction,4.0,2017.0
2020,Ms. Marvel ,,,
2021,Need to Know ,Fiction,3.5,2018.0
2022,The all-or-nothing marriage : how the best marriages work,Family & Relationships,4.5,2017.0
2023,Wealthing like rabbits : an original introduction to personal finance,Business & Economics,5.0,2014.0
2024,Juliet's answer : one man's search for love and the elusive cure for heartbreak,Biography & Autobiography,4.0,2017.0
2025,Single State of Mind ,Biography & Autobiography,2.5,2018.0
2026,The bear and the nightingale : a novel,Fiction,4.0,2017.0
2027,The midnight line [large print],Fiction,3.5,2018.0
2028,"Awaken the giant within : how to take immediate control of your mental, emotional, physical, & financial destiny!",Self-Help,3.0,2012.0
2029,"Infamous Iron Man. 2, The absolution of Doom",Comics & Graphic Novels,2.0,2017.0
2030,Promise not to tell,Fiction,3.5,2009.0
2031,12 Rules for Life ,Psychology,4.0,2018.0
2032,Unbound,Religion,4.0,2010.0
2033,Unfu*k yourself : get out of your head and into your life,Self-Help,2.5,2017.0
2034,Tuscan Child ,,,
2035,Death of an Honest Man ,Fiction,3.0,2018.0
2036,Everyone's a aliebn when ur a aliebn too : a book,Comics & Graphic Novels,4.0,2017.0
2037,Iron Gold ,Fiction,4.5,2018.0
2038,Why I'm no longer talking to white people about race,Social Science,4.5,2019.0
2039,Last Black Unicorn ,,,
2040,Saga ,Comics & Graphic Novels,3.5,2018.0
2041,Gentle Art of Swedish Death Cleaning ,Self-Help,4.0,2018.0
2042,All-time best holiday entertaining,Cooking,4.0,2017.0
2043,"Annie Leibovitz : portraits, 2005-2016",,,
2044,Best of America's Test Kitchen ,,,
2045,Depression & other magic tricks : poems,Poetry,3.0,2018.0
2046,Elmet,Fiction,4.0,2017.0
2047,It's all relative : adventures up and down the world's family tree,Biography & Autobiography,3.5,2018.0
2048,Trumpocracy ,Political Science,4.0,2018.0
2049,The bad seed,Fiction,4.5,2019.0
2050,Insidious intent,Fiction,4.0,2017.0
2051,Perfect Nanny ,Fiction,3.0,2018.0
2052,Home sweet murder : true-crime thrillers,True Crime,3.5,2018.0
2053,"Murder, interrupted : true-crime thrillers",True Crime,4.0,2018.0
2054,Night Moves ,Fiction,4.0,2018.0
2055,Easy Soups from Scratch with Quick Breads to Match ,Cooking,5.0,2017.0
2056,The eye of the world,Fiction,3.5,2013.0
2057,City of Endless Night ,Fiction,3.5,2017.0
2058,A course in deception,,,
2059,Diary of a wimpy kid. The ugly truth,,,
2060,"Remodelista, the organized home : simple, stylish storage ideas for all over the house",,,
2061,"Fuss-free vegan : 101 everyday comfort food favorites, veganized",Cooking,4.0,2017.0
2062,Far from the tree,,,
2063,"The disaster artist : my life inside The room, the greatest bad movie ever made",,,
2064,Women and Power: A Manifesto ,Social Science,3.5,2017.0
2065,"Spoiler alert : the hero dies : a memoir of love, loss, and other four-letter words",,,
2066,"The wonder weeks : how to stimulate your baby's mental development and help him turn his 10 predictable, great, fussy, phases into magical leaps forward",Family & Relationships,5.0,2017.0
2067,"Two's company : a fifty-year romance with lessons learned in love, life & business",Family & Relationships,,2017.0
2068,You Need a Budget ,Business & Economics,4.0,2017.0
2069,Unlearn : 101 simple truths for a better life,Self-Help,5.0,2019.0
2070,Year of Less ,Self-Help,3.5,2017.0
2071,The Wimpy kid movie diary : the next chapter,Diary of a wimpy kid (Motion picture),4.5,2012.0
2072,Gemina,Juvenile Fiction,4.5,2016.0
2073,The edgy veg : 138 carnivore-approved vegan recipes,Cooking,4.5,2017.0
2074,Boat People ,,,
2075,Girl in the Woods ,Fiction,4.0,2015.0
2076,I'm fine... and other lies,,,
2077,The gender game,Imaginary places,,2017.0
2078,Little fires everywhere [large print],,,
2079,The cruel prince,Young Adult Fiction,4.0,2018.0
2080,Judgment detox : release the beliefs that hold you back from living a better life,Self-Help,4.0,2018.0
2081,The chalk man : a novel,,,
2082,Fat for fuel ketogenic cookbook : recipes and ketogenic keys to health from a world-class doctor and an internationally renowned chef,Health & Fitness,5.0,2019.0
2083,Obama: An Intimate Portrait ,,,
2084,The immortalists,Fiction,4.0,2018.0
2085,When : the scientific secrets of perfect timing,Business & Economics,4.0,2018.0
2086,The clutter diet : the skinny on organizing your home and taking control of your life,Self-Help,3.5,2013.0
2087,"The last girl : my story of captivity, and my fight against the Islamic State",Biography & Autobiography,4.5,2017.0
2088,The wanted,Juvenile Nonfiction,,2017.0
2089,"Wings of fire. Book one, The dragonet prophecy : the graphic novel",,,
2090,In a wide country : a novel,,,
2091,"Star wars. Journey to Star wars, the last Jedi. Captain Phasma",,,
2092,Zingerman's Bakehouse,,,
2093,Darker,,,
2094,I am peace : a book of mindfulness,Juvenile Fiction,4.0,2019.0
2095,Japanese knitting stitch bible : 260 exquisite patterns,,,
2096,The keeper of lost things,Fiction,4.0,2017.0
2097,Wolves of Winter ,,,
2098,"Star wars. Darth Vader, dark lord of the Sith. 1, Imperial machine",,,
2099,The woman next door,Fiction,4.0,2016.0
2100,"1,500 stretches : the complete guide to flexibility and movement",Health & Fitness,4.0,2017.0
2101,Bad Daughter ,Fiction,3.5,2018.0
2102,Covert Game ,,,
2103,Woman Left Behind ,Fiction,4.0,2018.0
2104,Trumpocracy : the corruption of the American republic,,,
2105,Authenticity : a guide to living in harmony with your true self,Self-Help,5.0,2013.0
2106,City of endless night,Fiction,3.5,2017.0
2107,This fallen prey : a thriller,Fiction,4.0,2019.0
2108,The vanishing season,Fiction,3.5,2019.0
2109,The perfect nanny : a novel,Fiction,3.0,2018.0
2110,The best we could do : an illustrated memoir,,,
2111,I thought it was just me : women reclaiming power and courage in a culture of shame,,,
2112,Saving Faith,Fiction,3.0,2000.0
2113,"Molly's game : from Hollywood's elite to Wall Street's billionaire boys club, my high-stakes adventure in the world of underground poker",,,
2114,The last black unicorn,,,
2115,12 rules for life : an antidote to chaos,Psychology,4.0,2018.0
2116,The financial diet : a total beginner's guide to getting good with money,Business & Economics,3.0,2018.0
2117,The key : student study guide. English 10-1,,,
2118,Fire and fury : inside the Trump White House,Political Science,3.5,2017.0
2119,Past perfect [large print] : a novel,,,
2120,Tears of Salt ,Fiction,3.5,2019.0
